filename,keys,requirement
2000 - nasa x38.txt,G.D11.3.2.4.0.8,Communication services shall [SRS054] perform synchronous message passing at rate group frame boundaries. This ensures that all redundant instantiations of a given rate group task have consistent messages throughout the rate group frame.
2000 - nasa x38.txt,G.D11.3.2.4.0.9,Communication services shall [SRS235] detect a babbling NE or ICP within 20 milliseconds of the receipt of the first erroneous packet.
2000 - nasa x38.txt,G.D11.3.2.4.0.10,FTSS shall [SRS255] mask out a babbling NE or ICP within 40 milliseconds after it is detected.
2000 - nasa x38.txt,G.D11.3.2.4.1.0.1,"Synchronous message passing sockets shall [SRS055] queue outgoing messages until they are transmitted at frame boundaries. The ""create"" and ""open"" API calls for synchronous sockets allow the application to specify the maximum message size and how many incoming messages the socket may buffer."
2000 - nasa x38.txt,G.D11.3.2.4.1.0.2,"If there is insufficient space to enqueue a message for transmission, Communication services shall [SRS059] return an error to the corresponding task. Sockets are non-blocking and place the burden of polling on the application task."
2000 - nasa x38.txt,G.D11.3.2.4.1.1.1,Communication services shall [SRS062] provide a message queue communication mechanism that guarantees message delivery between a sending and receiving task.
2000 - nasa x38.txt,G.D11.3.2.4.1.1.2,"Communication services shall [SRS063] provide an API for ""message queue"" communication."
2000 - nasa x38.txt,G.D11.3.2.4.1.1.4,"The message queue ""create"" API requires the application to specify the sending and receiving virtual group identifiers. Communication services shall [SRS066] only allow a single task living on each specified virtual group to ""open"" the respective end of the queue."
2000 - nasa x38.txt,G.D11.3.2.4.1.2.1,"Communication services shall [SRS067] provide a ""pipe"" communication mechanism allowing immediate message passing through the network and allowing a 50hz FCP transfer task to poll until it can read an immediate message from the ICP."
2000 - nasa x38.txt,G.D11.3.2.4.1.2.2,"Communication services shall [SRS068] provide an API for ""pipe"" communication."
2000 - nasa x38.txt,G.D11.3.2.4.1.2.3,"Communication services shall [SRS069] provide the capability to create ""pipe""s which ""broadcast"" their messages to all virtual groups."
2000 - nasa x38.txt,G.D11.3.2.4.1.2.5,"If the broadcast option is used, each virtual group should open the pipe and read from it to avoid flow control problems."
2000 - nasa x38.txt,G.D11.3.2.4.1.2.6,"The ""pipe"" ""create"" API requires the application to specify the sending and receiving virtual group identifiers. Communication services shall [SRS073] only allow a single task living on each specified virtual group to ""open"" the respective end of the pipe. In the case of a broadcast ""pipe"", communication services allows one task in each virtual group of the system to open the receiving end of the ""pipe""."
2000 - nasa x38.txt,G.D11.3.2.5.1.1,"The FTSS software shall [SRS237] configure the FCP to act as the Radstone IBIT master, with the exception that the ICP on the NEFU is the master."
2000 - nasa x38.txt,G.D11.3.2.5.1.2,Requirement deleted.
2000 - nasa x38.txt,G.D11.3.2.5.1.3,"The FTSS shall [SRS260] configure each FCP to perform IBIT Minimum Processing Environment (MPE) Tests, Power-up Tests, and Initial BIT on each FCP, as shown inTable 3.2-2. ."
2000 - nasa x38.txt,G.D11.3.2.5.1.4,The FTSS shall [SRS261] configure each FCP to halt processing if any of the MPE tests fail.
2000 - nasa x38.txt,G.D11.3.2.5.1.5,The FTSS shall [SRS262] configure each FCP to continue processing if any of the Power-up or Initial BIT tests fail.
2000 - nasa x38.txt,G.D11.3.2.5.1.6,"The FTSS shall [SRS287] configure each ICP to perform IBIT Minimum Processing Environment (MPE) Tests, Power-up Tests, and Initial BIT on each ICP, as shown inTable 3.2-3."
2000 - nasa x38.txt,G.D11.3.2.5.1.7,The FTSS shall [SRS288] configure each ICP to halt processing if any of the MPE tests fail.
2000 - nasa x38.txt,G.D11.3.2.5.1.8,The FTSS shall [SRS289] configure each ICP to continue processing if any of the Power-up or Initial BIT tests fail.
2000 - nasa x38.txt,G.D11.3.2.5.1.9,The FTSS shall [SRS264] configure each ICP/PMC1553 to perform IBIT MPE Tests and Initial BIT as shown in Table 3.2-4.
2000 - nasa x38.txt,G.D11.3.2.5.1.10,The FTSS shall [SRS265] configure each ICP/PMC1553 to halt processing if any of the MPE tests fail.
2000 - nasa x38.txt,G.D11.3.2.5.1.11,The FTSS shall [SRS266] configure each ICP/PMC1553 to continue processing if any of the Initial BIT tests fail.
2000 - nasa x38.txt,G.D11.3.2.5.1.12,The FTSS shall [SRS267] configure each MPCC to perform MPE Tests as shown in Table 3.2-5.
2000 - nasa x38.txt,G.D11.3.2.5.1.13,"Each MPCC is configured to halt processing if any of the MPE tests, listed in Table 3.2-5, fails."
2000 - nasa x38.txt,G.D11.3.2.5.1.14,"When the IBIT is complete, the FTSS in the channels that are part of the fault masking group shall [SRS239] report the results of IBIT for all Radstone boards to the application software for telemetry."
2000 - nasa x38.txt,G.D11.3.2.5.1.15,"In IBIT failure cases that cause processing to halt, the failure shall [SRS269] be handled as described in Section 3.2.6.2, Recovery."
2000 - nasa x38.txt,G.D11.3.2.5.1.16,"FTSS shall [SRS290], in ICP and FCP IBIT failure cases that allow processing to continue, after saving the results of IBIT for reporting to the application, in the first minor frame after Startup or recovery, consider the FCR to be failed, and start performing recovery actions for the FCR."
2000 - nasa x38.txt,G.D11.3.2.5.2.1,"Continuous BIT, in conjunction with Redundancy Management and Scheduler operations running in the 50 Hz rategroup after the application tasks, shall [SRS091] take less than 2 milliseconds under nominal no-fault conditions."
2000 - nasa x38.txt,G.D11.3.2.5.2.2,"Continuous BIT, in conjunction with Redundancy Management and Scheduler operations running in the 50 Hz rategroup after the application tasks, shall [SRS183] take less than 3 milliseconds while processing faults."
2000 - nasa x38.txt,G.D11.3.2.5.2.3,Continuous BIT shall [SRS093] execute on the FCP virtual group.
2000 - nasa x38.txt,G.D11.3.2.5.2.4,Continuous BIT shall [SRS094] reset the processor’s built-in watchdog timer at 50 Hz. A failure to reset the watchdog timer within the allotted time (nominally 1.6 seconds) will generate a processor reset.
2000 - nasa x38.txt,G.D11.3.2.5.2.5,Continuous BIT shall [SRS095] exercise the presence test at 50 Hz to ensure that all processors in the FCP virtual group are synchronized.
2000 - nasa x38.txt,G.D11.3.2.5.2.6,"The presence test shall [SRS184] also ascertain that all processors are executing the same 50 Hz, 10 Hz and 1 Hz frames."
2000 - nasa x38.txt,G.D11.3.2.5.2.7,Continuous BIT shall [SRS096] diagnose the faulty FCR within 1 second after detecting a failure.
2000 - nasa x38.txt,G.D11.3.2.5.2.8,Continuous BIT shall [SRS097] detect a failed ICP processor by detecting the absence of a periodic message for 2 consecutive minor cycles.
2000 - nasa x38.txt,G.D11.3.2.5.2.9,Continuous BIT shall [SRS098] report all diagnosed failures and recovery actions to the application for incorporation in the telemetry stream.
2000 - nasa x38.txt,G.D11.3.2.5.3.1,RAM scrub shall [SRS043] actively trigger the EDAC function by cyclically reading (and writing back if an error is found) all used RAM.
2000 - nasa x38.txt,G.D11.3.2.5.3.2,"RAM scrub shall [SRS044] report detected errors to the application, congruently on all channels, via an API service for inclusion in the telemetry stream."
2000 - nasa x38.txt,G.D11.3.2.5.3.3,"RAM scrub shall [SRS187] be capable of scrubbing at least 10 megabytes every 8 minutes, given at least 1% of the CPU is available for this processing."
2000 - nasa x38.txt,G.D11.3.2.5.3.4,RAM scrub shall [SRS275] not scrub the area used for telemetry data.
2000 - nasa x38.txt,G.D11.3.2.6.0.1,"Redundancy Management shall [SRS099] provide an API call to enable the application to retrieve the health status of the processors, network elements, network element links, MPCCs, and ICP controlled interfaces."
2000 - nasa x38.txt,G.D11.3.2.6.0.2,Redundancy Management shall [SRS100] provide an API call to enable the application to request that the FTSS RM software initiate a voted reset of a channel.
2000 - nasa x38.txt,G.D11.3.2.6.0.3,"Redundancy Management shall [SRS201] be able to accommodate power up of all 5 channels and maintain all 5 NEs active, assuming no failures."
2000 - nasa x38.txt,G.D11.3.2.6.1.1,Redundancy Management shall [SRS101] define an initial mapping of physical hardware to virtual group identifiers consisting of 1 quadruplex FCP virtual group and 5 ICP simplexes.
2000 - nasa x38.txt,G.D11.3.2.6.1.2,"If an FCR is diagnosed as faulty during Startup, Redundancy Management shall [SRS102] exclude the FCP in the faulty channel from the initial FCP virtual group configuration."
2000 - nasa x38.txt,G.D11.3.2.6.2.0.2,"When the FCP virtual group is configured as a quadruplex and a failed FCR other than the NEFU has been diagnosed, Redundancy Management shall [SRS106] degrade the FCP virtual group to triplex, removing the FCR.  The NE and the processors on the failed FCR will be removed from the NEs’ Configuration Table (CT) and recovery of that channel will then take place, if alignment is permitted.  Note that a failed FCR could be diagnosed using any method, including (but not limited to) Continuous BIT, ICP presence test, or NE syndrome analysis."
2000 - nasa x38.txt,G.D11.3.2.6.2.0.3,"When the FCP virtual group is configured as a triplex, and if the NEFU is still active (4 NEs active total), and a failed FCR other than the NEFU has been diagnosed, Redundancy Management shall [SRS282] degrade the FCP virtual group to degraded triplex, removing the FCR.  The NE and the processors on the failed FCR will be removed from the NEs’ Configuration Table (CT) and recovery of that channel will then take place, if alignment is permitted.  Note that a failed FCR could be diagnosed using any method, including (but not limited to) Continuous BIT, ICP presence test, or NE syndrome analysis."
2000 - nasa x38.txt,G.D11.3.2.6.2.0.4,"If the FCP is configured as a triplex, and if the NEFU is not still active (3 NEs active total), and another failure in the FCP FCR is diagnosed, Redundancy Management shall [SRS284] mask out the processors on the failed FCR.  The NE will remain in the CT and no recovery will take place.  Note that a failed FCR could be diagnosed using any method, including (but not limited to) Continuous BIT, ICP presence test, or NE syndrome analysis."
2000 - nasa x38.txt,G.D11.3.2.6.2.0.5,"If a failure in an FCR other than the NEFU is diagnosed when the FCP is configured as a degraded triplex, no action shall [SRS254] be taken.  Note that a failed FCR could be diagnosed using any method, including (but not limited to) Continuous BIT, ICP presence test, or NE syndrome analysis."
2000 - nasa x38.txt,G.D11.3.2.6.2.0.6,"For the NEFU, if the first failure is diagnosed, Redundancy Management shall [SRS245] issue a configuration update to mask out the failed processor.  Note that the NE is allowed to remain in the configuration and no recovery will take place.  Note also that the failed NEFU could be diagnosed using any method, including (but not limited to) ICP presence test, or NE syndrome analysis."
